;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;11/11/21;;;11/11/21;;;11/16/21;;;11/15/21;;;11/15/21;;;11/15/21;;;11/16/21;;;11/15/21;;;11/11/21;;;11/15/21;;;11/15/21;;;11/15/21;;;11/15/21;;;11/15/21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/7/22;giovedì;;;;;;;;;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE NORD;;UMIDO;;;;;;;;;UMIDO;SECCO B;;;CARTA B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/8/22;venerdì;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;;;;;;;;;;;SECCO NORD;;;;;UMIDO;CARTA 2;;UMIDO;SECCO 1;;;;;UMIDO;;;;SECCO A;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/9/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/10/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/11/22;lunedì;;;;;;;;;;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;CARTA SUD;;UMIDO;CARTA NORD;;;;;;;;UMIDO;;;;SECCO B;;UMIDO;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/12/22;martedì;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;;;;;;;;;;;;;;CARTA SUD;;UMIDO;PLASTICA/LATTINE 1;;UMIDO;;;;PLASTICA/LATTINE A;;UMIDO;;;;;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/13/22;mercoledì;;;;;;;;;;;;;;VETRO;;;;;;;;;SECCO SUD;;SECCO 2;VETRO;;;CARTA;;;PLASTICA/LATTINE B;;VETRO A;PLASTICA/LATTINE A;;;;;VETRO B;SECCO B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/14/22;giovedì;;;;;;;;;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA NORD;;UMIDO;;;;;;;;;UMIDO;SECCO A;;;PLASTICA/LATTINE B;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/15/22;venerdì;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;;;;;;;;;;;SECCO SUD;;;;;UMIDO;PLASTICA/LATTINE 2;;UMIDO;SECCO 2;;;;;UMIDO;;;;SECCO B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/16/22;sabato;;;;;;;;;;UMIDO;;;UMIDO;;;UMIDO;;;UMIDO;;;UMIDO;;;;;;;;;UMIDO;;;;;;UMIDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/17/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/18/22;lunedì;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/19/22;martedì;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;SECCO A;;;;;;;;;;;;;;;PLASTICA/LATTINE SUD;;UMIDO;CARTA 1;;UMIDO;;;;CARTA A;;UMIDO;;;;;;UMIDO;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/20/22;mercoledì;;;;;VETRO;;;VETRO;;;;;;;;;;;;VETRO;;;SECCO NORD;;SECCO 1;;;;PLASTICA/LATTINE;;VETRO A;CARTA B;;;CARTA A;;VETRO B;;;;SECCO A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/21/22;giovedì;;;;;;;;;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE NORD;;UMIDO;;;;;;;;;UMIDO;SECCO B;;;CARTA B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/22/22;venerdì;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;;;;;;;;;;;SECCO NORD;;;;;UMIDO;CARTA 2;;UMIDO;SECCO 1;;;;;UMIDO;;;;SECCO A;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/23/22;sabato;;;;;;;;;;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;PLASTICA/LATTINE SUD;;UMIDO;PLASTICA/LATTINE NORD;;;;;;;;UMIDO;;;;SECCO A;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/24/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/25/22;lunedì;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/26/22;martedì;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;;;;;;;;;;;;;;CARTA SUD;;UMIDO;PLASTICA/LATTINE 1;;UMIDO;;;;PLASTICA/LATTINE A;;UMIDO;;;;;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/27/22;mercoledì;;;;;;;;;;;VETRO;;;;;;VETRO;;;;;VETRO;SECCO SUD;;SECCO 2;;;;CARTA;;VETRO B;PLASTICA/LATTINE B;;;PLASTICA/LATTINE A;;;;;VETRO A;SECCO B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/28/22;giovedì;;;;;;;;;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA NORD;;UMIDO;;;;;;;;;UMIDO;SECCO A;;;PLASTICA/LATTINE B;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/29/22;venerdì;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;;;;;;;;;;;SECCO SUD;;;;;UMIDO;PLASTICA/LATTINE 2;;UMIDO;SECCO 2;;;;;UMIDO;;;;SECCO B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/30/22;sabato;;;;;;;;;;;SECCO B;;;SECCO B;;;SECCO B;;;CARTA SUD;;;CARTA NORD;;;;;;;;;;;;SECCO B;;;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/1/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/2/22;lunedì;;;;;;;;;;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;PLASTICA/LATTINE SUD;;UMIDO;PLASTICA/LATTINE NORD;;;;;;;;UMIDO;;;;SECCO A;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/3/22;martedì;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;SECCO A;;;;;;;;;;;;;;;PLASTICA/LATTINE SUD;;UMIDO;CARTA 1;;UMIDO;;;;CARTA A;;UMIDO;;;;;;UMIDO;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/4/22;mercoledì;;VETRO;;;;;;;;;;;;;;;;;;;;;SECCO NORD;;SECCO 1;;;VETRO;PLASTICA/LATTINE;;;CARTA B;;VETRO B;CARTA A;;VETRO A;;;;SECCO A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/5/22;giovedì;;;;;;;;;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE NORD;;UMIDO;;;;;;;;;UMIDO;SECCO B;;;CARTA B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/6/22;venerdì;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;;;;;;;;;;;SECCO NORD;;;;;UMIDO;CARTA 2;;UMIDO;SECCO 1;;;;;UMIDO;;;;SECCO A;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/7/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/8/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/9/22;lunedì;;;;;;;;;;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;CARTA SUD;;UMIDO;CARTA NORD;;;;;;;;UMIDO;;;;SECCO B;;UMIDO;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/10/22;martedì;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;;;;;;;;;;;;;;CARTA SUD;;UMIDO;PLASTICA/LATTINE 1;;UMIDO;;;;PLASTICA/LATTINE A;;UMIDO;;;;;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/11/22;mercoledì;;;;;;;;;;;;;;VETRO;;;;;;;;;SECCO SUD;;SECCO 2;VETRO;;;CARTA;;;PLASTICA/LATTINE B;;VETRO A;PLASTICA/LATTINE A;;;;;VETRO B;SECCO B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/12/22;giovedì;;;;;;;;;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA NORD;;UMIDO;;;;;;;;;UMIDO;SECCO A;;;PLASTICA/LATTINE B;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/13/22;venerdì;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;;;;;;;;;;;SECCO SUD;;;;;UMIDO;PLASTICA/LATTINE 2;;UMIDO;SECCO 2;;;;;UMIDO;;;;SECCO B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/14/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/15/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/16/22;lunedì;;;;;;;;;;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;PLASTICA/LATTINE SUD;;UMIDO;PLASTICA/LATTINE NORD;;;;;;;;UMIDO;;;;SECCO A;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/17/22;martedì;UMIDO;SECCO A;;UMIDO;SECCO A;;UMIDO;SECCO A;;;;;;;;;;;;;;;PLASTICA/LATTINE SUD;;UMIDO;CARTA 1;;UMIDO;;;;CARTA A;;UMIDO;;;;;;UMIDO;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/18/22;mercoledì;;;;;VETRO;;;VETRO;;;;;;;;;;;;VETRO;;;SECCO NORD;;SECCO 1;;;;PLASTICA/LATTINE;;VETRO A;CARTA B;;;CARTA A;;VETRO B;;;;SECCO A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/19/22;giovedì;;;;;;;;;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE NORD;;UMIDO;;;;;;;;;UMIDO;SECCO B;;;CARTA B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/20/22;venerdì;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;UMIDO;PLASTICA/LATTINE;;;;;;;;;;;;SECCO NORD;;;;;UMIDO;CARTA 2;;UMIDO;SECCO 1;;;;;UMIDO;;;;SECCO A;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/21/22;sabato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/22/22;domenica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/23/22;lunedì;;;;;;;;;;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;CARTA SUD;;UMIDO;CARTA NORD;;;;;;;;UMIDO;;;;SECCO B;;UMIDO;CARTA A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/24/22;martedì;UMIDO;SECCO B;;UMIDO;SECCO B;;UMIDO;SECCO B;;;;;;;;;;;;;;;CARTA SUD;;UMIDO;PLASTICA/LATTINE 1;;UMIDO;;;;PLASTICA/LATTINE A;;UMIDO;;;;;;UMIDO;PLASTICA/LATTINE A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/25/22;mercoledì;;;;;;;;;;;VETRO;;;;;;VETRO;;;;;VETRO;SECCO SUD;;SECCO 2;;;;CARTA;;VETRO B;PLASTICA/LATTINE B;;;PLASTICA/LATTINE A;;;;;VETRO A;SECCO B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/26/22;giovedì;;;;;;;;;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA NORD;;UMIDO;;;;;;;;;UMIDO;SECCO A;;;PLASTICA/LATTINE B;;UMIDO;CARTA B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/27/22;venerdì;UMIDO;CARTA;;UMIDO;CARTA;;UMIDO;CARTA;;;;;;;;;;;;SECCO SUD;;;;;UMIDO;PLASTICA/LATTINE 2;;UMIDO;SECCO 2;;;;;UMIDO;;;;SECCO B;;UMIDO;PLASTICA/LATTINE B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
